comment,labels
overall a good place to eat for a family staying in center city charlotte .,1
we skip by it now .,0
evening started pretty badly and did not get much better .,0
and let us not forget the worst restrooms ever .,0
the `` bottomless '' salad never had an offer of a refill .,0
good place to hit up if you have never been .,1
"in short , our experience here was awful .",0
the people there are so nice and the food is fantastic .,1
what a waste of time .,0
"if it was n't for the price , then i would not even bother .",0
easily my wife 's favorite tacos in pittsburgh .,1
i was very excited after recently having some excellent garlic eggplant from green jade .,0
i chose the create your own pasta dish .,1
"waiter no where in sight , i flag down someone for a steak knife .",0
this place is so overrated it 's not even funny .,0
the rooms are comfortable with a large desk for working .,1
this place is definitely great .,1
not to mention that the food is always mediocre .,0
to top it all off the service was excellent .,1
"could n't even finish it , which says a lot for friday happy hour .",0
"she loves the penne ala vodka , made with pepper vodka !",1
the soup was very good .,1
is that really too much to ask ?,0
new decor felt like a real restaurant .,1
food was plentiful and very good .,1
they ca n't seem to tell me anything .,0
wo n't be coming back .,0
definitely will make this a regular spot !,1
"our whole family has enjoyed the oktoberfest events , which always sell out .",1
we were in a hurry because of limited visiting hours .,0
i love to meet friends here for a quick bite .,1
i love this place !,1
( although not as memorable as the pad thai . ),1
"but other than that , great portions , great taste , great atmosphere .",1
"also , their sweet tea is amazing !",1
my boyfriend and i will definitely be back !,1
"first impressions were good - nice layout , clean , fairly decent restaurants .",1
"however , it all went down hill from there .",0
i love this store .,1
i ca n't begin to express my disappointment in your establishment .,0
the thing that sets it apart is the customer service .,1
i love attending events at the westin charlotte .,1
i love art 's .,1
large portions of noodles and vegetables .,0
_num_ minute mark rolls around and we have n't gotten a call .,0
but they use the cheapest meats they can find and you can taste it .,0
"andy is not just a funny guy , but is very generous .",1
"never going back , and i think the food has made me ill .",0
this place is sad .,0
if you love live music then this place is for you .,1
the staff is always friendly .,1
i do n't know why i keep going back to this place .,0
best burger in pittsburgh .,1
do not fall for the hype .,0
the service was exemplary and the food ... it continues to wow .,1
we had been looking for a new sushi place and this is it !,1
sure she knew that rude .,0
i am incredibly horrified by this place and will never come back .,0
this is a poorly run business that could be turned into something great .,0
"this benihana location is pretty great , i must say .",1
i gave it _num_ [ $ ] just because it so overpriced .,0
the bartenders have always been very nice and make great drinks .,1
very disappointed in the quality of what i got .,0
their desserts are incredible and the whole atmosphere simply adds to the experience .,1
it all could have been so easily avoided .,0
the heirloom tomato salad was excellent .,1
these sandwiches are amazing .,1
chicken chewy and rubbery .,0
food was decent and the staff was friendly .,1
"the pizza was just sweet without much other taste , almost like ketchup !",0
"go in , and upstairs and it will be well worth the choice .",1
so i only ordered lunch .,0
good but not spectacular .,1
great food and a very cool atmosphere .,1
i would not recommend this place to anyone .,0
not a fan of anything here .,0
"just the right portion size , the potatoes were beyond delicious .",1
cheesesteak was so good !,1
the homemade bread was very sorry ... .,0
"try christmas and halloween , as these are the best .",1
the service had that nice balance of friendliness and professionalism .,1
the company of those people is even better .,1
i recently ate a _num_ oz cheeseburger at a local burger joint .,0
i highly recommend this restaurant .,1
this place is family owned and professional .,1
"very friendly , clean cooking environment , and great food .",1
there really was n't anything in particular that stood out that was horrible .,0
when she returned it was only a bill for the martini .,0
the bread was even bad .,0
went with _num_ others for a weeknight dinner .,0
ridiculously overpriced for the finished product and experience .,0
"for dessert , we shared a peanut butter pie with chocolate sauce .",0
"i love this place , especially for a hearty breakfast .",1
i will not purchase with this company .,0
bbq sauce was n't good at all .,0
i got an apple martini and it did not taste like apple at all .,0
there is no lobby to hold people before a show .,0
everyone has been friendly and accommodating .,1
it took many visits to ensure the job was done correctly .,0
they do not have 1/2 price apps !,0
typical south side snob crap .,0
i really like this place !,1
i 'm still waiting to find out what ate me up !,0
i did n't deserve service like this .,0
half the time i 'm there they screw up my order .,0
i think they probably deserve better .,0
getting a fitting room in that place is a disaster .,0
if you like casbah more power to you but for me never again .,0
the food court is really nothing special .,0
the servers are always friendly and the place is always clean .,1
unfortunately what i got tasted like a canned sauce with minced onions .,0
"i proceeded to say , '' are you laughing at me ? ''",0
the beer cave was amazing !,1
there are far better mexican restaurants in charlotte .,0
it literally sounds like there is a major concert going on .,0
